Timeseries,WaterLevel,Capacity,Delta,Interval,FreeSpillway.FS1.edc4d650-578c-4acf-8c8c-7f0f4f672462,GatedSpillway.GS1.ccb4bb68-1a7e-4e73-a5a3-178763e09e7e,CircularCulvert.CC1.8dff0bb6-d821-46ee-adb0-48bab2fe54c5,CircularCulvertV2.CC2.f06e69a8-1417-47ce-a620-7afd4a384f4f,BoxCulvert.BC1.2aa5c0eb-b285-486f-aa1d-62816ab316fe,Pump.P1.5b8e3e58-f4e2-43c7-9ac6-c531abe4e4ce,Unknown.U1.3c240cde-0cad-4ae9-86a2-c97e43d32415,Inflow,Outflow
2022-01-25,109.13,2.484,-0.0030000000000001137,86400,0.0,0.0,3.9928755352502527,0.13018097619350966,0.5130042029194466,0.0,0.0,4.601338492140986,4.636060714363209
2022-01-26,109.13,2.484,0.0,86400,0.0,0.0,3.9928755352502527,0.13018097619350966,0.11323866947661287,0.0,0.0,4.236295180920375,4.236295180920375
2022-01-27,109.12,2.481,-0.0030000000000001137,86400,0.0,0.0,3.9896901533828433,0.13008276344758427,0.2226973766242035,0.0,0.0,4.307748071232408,4.342470293454631
2022-01-28,109.12,2.481,0.0,86400,0.0,0.0,3.9896901533828433,0.13008276344758427,0.7102003604484728,0.0,0.0,4.829973277278901,4.829973277278901
2022-01-29,109.11,2.479,-0.0019999999999997797,86400,0.0,0.0,3.9865022262630183,0.1299844764947921,0.19281078415607783,0.0,0.0,4.2861493387657426,4.309297486913888
2022-01-30,109.09,2.474,-0.004999999999999893,86400,0.0,0.0,3.9801187117974273,0.12978767929412716,0.5341160898859876,0.0,0.0,4.5861521106071725,4.644022480977542
2022-01-31,109.07,2.474,0.0,86400,0.0,0.0,3.9737249426702888,0.12959058323614878,0.9783432995659656,0.0,0.0,5.081658825472403,5.081658825472403
2022-02-01,109.05,2.463,-0.01100000000000012,86400,0.0,0.0,3.9673208693021036,0.12939318695516874,0.4530329512591099,0.0,0.0,4.422432192701566,4.549747007516382
2022-02-02,109.03,2.457,-0.006000000000000227,86400,0.0,0.0,3.9609064417125537,0.12919548907506517,0.6652569764144138,0.0,0.0,4.6859144627575855,4.755358907202033
2022-02-03,109.01,2.452,-0.004999999999999893,86400,0.0,0.0,3.95448160951597,0.12899748820917145,0.1279137034584379,0.0,0.0,4.15352243081321,4.211392801183579
2022-02-04,108.99,2.447,-0.004999999999999893,86400,0.0,0.0,3.948046321916701,0.12879918296016218,0.0822410952607465,0.0,0.0,4.101216229767241,4.15908660013761
2022-02-05,108.97,2.441,-0.006000000000000227,86400,0.0,0.0,3.9416005277044506,0.1286005719199389,0.5457972257174535,0.0,0.0,4.546553880897397,4.6159983253418435
2022-02-06,108.95,2.436,-0.004999999999999893,86400,0.0,0.0,3.935144175249493,0.12840165366951242,0.8602150496807602,0.0,0.0,4.865890508229396,4.923760878599765
2022-02-07,108.93,2.43,-0.005999999999999783,86400,0.0,0.0,3.928677212497868,0.1282024267788853,0.042588409850089375,0.0,0.0,4.030023604682402,4.099468049126843
2022-02-08,108.9,2.422,-0.008000000000000007,86400,0.0,0.0,3.9189567591388426,0.12790300458703263,0.1615516301274011,0.0,0.0,4.115818801260684,4.208411393853276
2022-02-09,108.88,2.417,-0.0050000000000003375,86400,0.0,0.0,3.9124630400810165,0.12770299976633478,0.2547361983526142,0.0,0.0,4.237031867829591,4.294902238199965
2022-02-10,108.86,2.411,-0.005999999999999783,86400,0.0,0.0,3.9059585251254267,0.12750268121200642,0.47309191794665567,0.0,0.0,4.437108679839647,4.506553124284089
2022-02-11,108.64,2.406,-0.004999999999999893,86400,0.0,0.0,3.8336805500719544,0.12527803858809758,0.8889179992685399,0.0,0.0,4.790006217558223,4.847876587928591
2022-02-12,108.82,2.4,-0.006000000000000227,86400,0.0,0.0,3.8929168909700587,0.12710109696659025,0.3097557985782433,0.0,0.0,4.260329342070445,4.329773786514893
2022-02-13,108.8,2.395,-0.004999999999999893,86400,0.0,0.0,3.8863796623593014,0.12689982827821567,0.7234207905665515,0.0,0.0,4.6788299108337,4.736700281204069
2022-02-14,108.77,2.387,-0.008000000000000007,86400,0.0,0.0,3.8765531493841268,0.12659732527757314,0.44665924302274246,0.0,0.0,4.35721712509185,4.449809717684443
2022-02-15,108.75,2.382,-0.004999999999999893,86400,0.0,0.0,3.8699882790520186,0.1263952543981209,0.8433480687070186,0.0,0.0,4.78186123178679,4.839731602157158
2022-02-16,108.73,2.376,-0.006000000000000227,86400,0.0,0.0,3.863412253436075,0.12619285994578197,0.10083131531382539,0.0,0.0,4.020991984251235,4.090436428695682
2022-02-17,108.7,2.368,-0.008000000000000007,86400,0.0,0.0,3.853527173901854,0.12588865815350794,0.5551968587109566,0.0,0.0,4.4420200981737255,4.534612690766318
2022-02-18,108.68,2.363,-0.004999999999999893,86400,0.0,0.0,3.8469230093673596,0.12568544791908418,0.5428191684332062,0.0,0.0,4.457557255349281,4.51542762571965
2022-02-19,108.66,2.357,-0.005999999999999783,86400,0.0,0.0,3.840307487688974,0.12548190859861363,1.0041722503304527,0.0,0.0,4.9005172021735985,4.9699616466180405
2022-02-20,108.64,2.352,-0.0050000000000003375,86400,0.0,0.0,3.8336805500719544,0.12527803858809758,0.243307872060718,0.0,0.0,4.144396090350395,4.20226646072077
2022-02-21,108.62,2.346,-0.005999999999999783,86400,0.0,0.0,3.8270421372124996,0.12507383627046428,0.5423700225023653,0.0,0.0,4.425041551540888,4.494485995985329
2022-02-22,108.6,2.341,-0.004999999999999893,86400,0.0,0.0,3.8203921892915638,0.12486930001541977,0.4265968638756964,1.54,1.54,7.393987982812311,7.45185835318268
2022-02-23,108.58,2.336,-0.0050000000000003375,86400,0.0,0.0,3.81373064596859,0.1246644281792964,0.07425289653031146,0.25,0.25,4.454777600307823,4.512647970678198
2022-02-24,108.56,2.33,-0.005999999999999783,86400,0.0,0.0,3.807057446375089,0.12445921910489793,0.0014415081739632349,0.0,0.0,3.863513729209508,3.93295817365395
2022-02-25,108.54,2.325,-0.004999999999999893,86400,0.0,0.0,3.800372529108169,0.12425367112134365,0.340872784774903,0.0,0.0,4.2076286146340465,4.265498985004416
2022-02-26,108.52,2.319,-0.006000000000000227,86400,0.0,0.0,3.793675832223939,0.1240477825439094,0.6427400640455007,0.0,0.0,4.491019234368902,4.560463678813349
2022-02-27,108.5,2.314,-0.004999999999999893,86400,0.0,0.0,3.786967293230825,0.12384155167386701,0.6930675973133064,0.0,0.0,4.546006071847629,4.603876442217999
2022-02-28,108.48,2.309,-0.004999999999999893,86400,0.0,0.0,3.7802468490827437,0.12363497679831995,0.19180618788959775,0.0,0.0,4.037817643400292,4.095688013770661
2022-03-01,108.46,2.303,-0.006000000000000227,86400,0.0,0.0,3.7735144361721984,0.12342805619003776,0.8271014722289494,0.0,0.0,4.654599520146738,4.724043964591186
2022-03-02,108.46,2.303,0.0,86400,0.0,0.0,3.7735144361721984,0.12342805619003776,0.7397548896408481,0.0,0.0,4.636697382003084,4.636697382003084
2022-03-03,108.42,2.292,-0.01100000000000012,86400,0.0,0.0,3.760013446784467,0.12301317079366418,0.33892608457769785,0.0,0.0,4.094637887341014,4.221952702155829
2022-03-04,108.4,2.287,-0.004999999999999893,86400,0.0,0.0,3.7532447402214553,0.12280520247791311,0.7551082322508853,0.0,0.0,4.573287804579885,4.6311581749502535
2022-03-05,108.38,2.281,-0.005999999999999783,86400,0.0,0.0,3.7464638047097143,0.1225968813737578,0.5949306465469281,0.0,0.0,4.394546888185958,4.4639913326304
2022-03-06,108.36,2.276,-0.0050000000000003375,86400,0.0,0.0,3.7396705737270497,0.12238820567971932,0.26827268493303996,0.0,0.0,4.072461093969435,4.130331464339809
2022-03-07,108.34,2.27,-0.005999999999999783,86400,0.0,0.0,3.732864980145948,0.12217917357893415,0.01677683327540127,0.0,0.0,3.802376542555842,3.8718209870002833
2022-03-08,108.32,2.265,-0.004999999999999893,86400,0.0,0.0,3.726046956225859,0.12196978323897,0.7535803529265132,0.0,0.0,4.543726722020973,4.6015970923913425
2022-03-09,108.3,2.26,-0.0050000000000003375,86400,0.0,0.0,3.719216433605336,0.12176003281163883,0.5114962079473715,0.0,0.0,4.294602303993972,4.352472674364346
2022-03-10,108.28,2.254,-0.005999999999999783,86400,0.0,0.0,3.7123733432940185,0.12154992043280574,0.4112025846440313,0.0,0.0,4.175681403926414,4.245125848370856
2022-03-11,108.26,2.249,-0.004999999999999893,86400,0.0,0.0,3.705517615664513,0.12133944422219611,0.4775307149181975,0.0,0.0,4.246517404434538,4.304387774804907
2022-03-12,108.24,2.243,-0.006000000000000227,86400,0.0,0.0,3.698649180444124,0.1211286022831992,0.22473107741041193,0.51,0.51,4.995064415693287,5.064508860137734
2022-03-13,108.22,2.238,-0.004999999999999893,86400,0.0,0.0,3.691767966706467,0.12091739270266909,0.9028880584304219,0.0,0.0,4.657703047469189,4.715573417839558
